User-ID	Location	Age
2404	clemson, south carolina, usa	47	
2405	saskatoon, saskatchewan, canada	33	
2406	lynnwood, washington, usa	37	
2407	bonn, nordrhein-westfalen, germany	27	
2408	rhame, north dakota, usa	32	
2409	kelseyville, california, usa	38	
2410	san jose, california, usa	33	
2411	league city, texas, usa	42	
2412	westport, connecticut, usa	36	
2413	west valley city, ,	48	
2414	athens, georgia, usa	30	
2415	virginia beach, virginia, usa	25	
2416	ann arbor, michigan, usa	32	
2417	coon rapids, minnesota, usa	32	
2418	brooklyn, new york, usa	29	
2419	oakdale, california, usa	39	
2420	skipton, north yorkshire, united kingdom	44	
2421	myrtle beach, south carolina, usa	33	
2422	lincoln, nebraska, usa	41	
2423	southgate, michigan, usa	31	
2424	st-légier, vaud, switzerland	56	
2425	houston, texas, usa	37	
2426	fort carson, colorado, usa	30	
2427	leipzig, sachsen, germany	32	
2428	calafat, dolj, romania	27	
2429	ottawa, ontario, canada	28	
2430	duchesne, utah, usa	23	
2431	kensington, california, usa	29	
2432	highland, michigan,	23	
2433	berkeley, california, usa	36	
2434	ap, florida, usa	44	
2435	mililani, hawaii, usa	33	
2436	duisburg, nordrhein-westfalen, germany	30	
2437	orlando, florida, usa	39	
2438	simi valley, california, usa	34	
2439	colorado springs, colorado, usa	52	
2440	seattle, washington, usa	30	
2441	modesto, california, usa	43	
2442	roanoke, virginia, usa	44	
2443	cornwall, ontario, canada	27	
2444	san antonio, texas, usa	38	
2445	arnold, maryland, usa	37	
2446	methuen, massachusetts, usa	34	
2447	montreal, quebec, canada	28	
2448	festus, missouri, usa	32	
2449	canberra, australian capital territory, australia	46	
2450	zuerich, zuerich, switzerland	33	
2451	akron, ohio, usa	26	
2452	swartz creek, michigan, usa	30	
2453	bayfield, colorado, usa	36	
2454	chicago, illinois, usa	38	
2455	cincinnati, ohio, usa	39	
2456	newport, rhode island, usa	28	
2457	portland, oregon, usa	43	
2458	westchester, illinois, usa	44	
2459	portland, oregon, usa	26	
2460	san antonio, texas, usa	43	
2461	mackay, queensland, australia	36	
2462	oviedo, florida, usa	31	
2463	brisbane, queensland, australia	37	
2464	n/a, n/a, singapore	23	
2465	romney, west virginia, usa	41	
2466	madera, california, usa	38	
2467	madera, ,	18	
2468	heidelberg, patrick henry village, germany	29	
2469	markham, ontario, canada	40	
2470	morro bay, california, usa	35	
2471	kelowna, british columbia, canada	35	
2472	kuching, sarawak, malaysia	28	
2473	hudson, ohio, usa	51	
2474	santa maria da feira, aveiro, portugal	26	
2475	st louis, missouri, usa	46	
2476	pace, florida, usa	47	
2477	encino, california, usa	43	
2478	st. louis, missouri, usa	27	
2479	los altos, california, usa	19	
2480	lisboa, lisboa, portugal	42	
2481	moorhead, minnesota, usa	53	
2482	miami, florida, usa	26	
2483	griswold, iowa, usa	41	
2484	bridgeton, new jersey, usa	43	
2485	layton, utah, usa	25	
2486	san francisco, california, usa	34	
2487	elkhorn, nebraska, usa	42	
2488	chesapeake, virginia, usa	34	
2489	whiteman afb, missouri, usa	21	
2490	orlando, florida, usa	41	
2491	st kilda, victoria, australia	29	
2492	wilmington, delaware, usa	40	
2493	houston, texas, usa	34	
2494	rochdale, england, united kingdom	30	
2495	cardiff, wales, united kingdom	32	
2496	toronto, ontario, canada	35	
2497	pace, florida, usa	41	
2498	st. louis, missouri, usa	35	
2499	oxford, ,	68	
2500	grand rapids, michigan, usa	32	
2501	cairo, n/a, egypt	35	
2502	montreal, quebec, canada	24	
2503	rexdale, ontario, canada	47	
2504	rockville, maryland, usa	56	
2505	eagan, minnesota, usa	27	
2506	edmond, oklahoma, usa	36	
2507	bourbonnais, illinois, usa	27	
2508	louisville, kentucky, usa	25	
2509	montclair, new jersey, usa	36	
2510	upper sandusky, ohio, usa	28	
2511	kuala lumpur, selangor, malaysia	21	
2512	pineville, north carolina, usa	24	
2513	st. john`s, newfoundland, canada	37	
2514	brooklyn, new york, usa	46	
2515	yucca valley, california, usa	51	
2516	saskatoon, saskatchewan, canada	40	
2517	powys, wales, united kingdom	32	
2518	clark fork, idaho, usa	33	
2519	antioch, illinois, usa	18	
2520	seattle, washington, usa	55	
2521	jackson, tennessee, usa	49	
2522	anchorage, ,	14	
2523	milwaukee, wisconsin, usa	25	
2524	minneapolis, minnesota, usa	37	
2525	leuven, vlaams-brabant, belgium	28	
2526	wellesley, massachusetts, usa	52	
2527	winnemucca, nevada, usa	26	
2528	trenton, ontario, canada	32	
2529	sherwood park, alberta, canada	26	
2530	muskego, wisconsin, usa	34	
2531	arlington, tennessee, usa	38	
2532	walnut creek, california, usa	52	
2533	indian springs village, alabama, usa	46	
2534	sheffield, south yorkshire, united kingdom	33	
2535	denver, colorado, usa	64	
2536	louisville, kentucky, usa	49	
2537	hawthorne, new jersey, usa	33	
2538	elk  city, oklahoma, usa	34	
2539	waldorf, maryland, usa	15	
2540	guyton, georgia, usa	41	
2541	omaha, nebraska, usa	29	
2542	durham, north carolina, usa	23	
2543	manchester, england, united kingdom	28	
2544	marrickville, new south wales, australia	23	
2545	colfax, north carolina, usa	32	
2546	saratoga, california, usa	44	
2547	ocala, florida, usa	64	
2548	philadelphia, pennsylvania, usa	20	
2549	san francisco, california, usa	35	
2550	na, ohio, usa	27	
2551	ashburn, virginia, usa	35	
2552	santo domingo, distrito nacional, dominican republic	30	
2553	aldergrove, british columbia, canada	28	
2554	fairview, new mexico, usa	24	
2555	covington, virginia, usa	28	
2556	margaret, alabama, usa	46	
2557	livonia, michigan, usa	42	
2558	orlando, florida, usa	25	
2559	wbl, minnesota, usa	17	
2560	berck sur mer, pas de calais, france	23	
2561	vancouver, british columbia, canada	24	
2562	lindstrom, minnesota, usa	44	
2563	avon, connecticut, usa	17	
2564	chicago, ,	23	
2565	honolulu, hawaii, usa	8	
2566	belton, texas, usa	21	
2567	baltimore, maryland, usa	33	
2568	hillsboro, ohio, usa	26	
2569	ann arbor, michigan, usa	34	
2570	westerville, ohio, usa	51	
2571	modesto, california, usa	50	
2572	geismar, louisiana, usa	25	
2573	ann arbor, michigan, usa	36	
2574	portland, oregon, usa	33	
2575	goodyear, arizona, usa	56	
2576	barcelona, catalunya, spain	38	
2577	lock haven, pennsylvania, usa	51	
2578	los angeles, california, usa	32	
2579	chicago, illinois,	63	
2580	montreuil, seine saint-denis, france	43	
2581	palm desert, california, usa	56	
2582	moline, illinois, usa	51	
2583	onalaska, wisconsin, usa	35	
2584	inverness, scotland, united kingdom	44	
2585	howell, new jersey, usa	22	
2586	los banos, california, usa	40	
2587	huntsville, alabama, usa	33	
2588	shelbyville, tennessee, usa	32	
2589	chicago, illinois, usa	32	
2590	old perlican, newfoundland, canada	29	
2591	st. petersburg, florida, usa	26	
2592	skowhegan, maine, usa	30	
2593	forest grove, oregon, usa	23	
2594	seattle, washington, usa	26	
2595	austin, texas, usa	34	
2596	lexington, north carolina, usa	49	
2597	nottingham, england, united kingdom	30	
2598	adams, massachusetts, usa	27	
2599	santa monica, ,	53	
2600	halifax, nova scotia, canada	55	
2601	flint, michigan, usa	32	
2602	puchong, selangor, malaysia	24	
2603	oakland, california, usa	51	
2604	halifax, nova scotia, canada	26	
2605	san antonio, texas, usa	28	
2606	greensboro, north carolina, usa	27	
2607	bradford, england, united kingdom	25	
2608	superior, wisconsin, usa	46	
2609	saratoga, california, usa	20	
2610	eastbourne, england, united kingdom	32	
2611	akron, ohio, usa	29	
2612	lynnwood, washington, usa	35	
2613	killeen, texas, usa	37	
2614	kimberling city, missouri, usa	31	
2615	san francisco, california, usa	35	
2616	college station, texas, usa	22	
2617	virginia beach, virginia, usa	23	
2618	derby, england, united kingdom	27	
2619	melbourne, victoria, australia	27	
2620	singapore, n/a, singapore	23	
2621	gympie, queensland, australia	21	
2622	oegstgeest, zuid-holland, netherlands	49	
2623	manchester, new hampshire, usa	34	
2624	daly city, california, usa	25	
2625	kuching, sarawak, malaysia	26	
2626	port of spain, maraval, trinidad and tobago	31	
2627	avalon, wisconsin, usa	37	
2628	marshfield, wisconsin, usa	39	
2629	long beach, california, usa	19	
2630	wake forest, north carolina, usa	30	
2631	big river, california, usa	44	
2632	hayward, california, usa	38	
2633	portland, oregon, usa	62	
2634	portland, oregon, usa	30	
2635	hewitt, new jersey, usa	44	
2636	dandridge, tennessee, usa	17	
2637	canby, oregon, usa	47	
2638	amsterdam, n/a, netherlands	50	
2639	nottingham, england, united kingdom	50	
2640	emmetsburg, iowa, usa	42	
2641	altamonte springs, florida, usa	34	
2642	hyde park, new york, usa	43	
2643	verdon, nebraska, usa	48	
2644	kuala lumpur, wilayah persekutuan, malaysia	46	
2645	algés, lisboa, portugal	41	
2646	nashville, tennessee, usa	22	
2647	whitney, texas, usa	51	
2648	halifax, nova scotia, canada	35	
2649	round rock, texas, usa	32	
2650	york, pennsylvania, usa	38	
2651	san francisco, california, usa	38	
2652	westmont, illinois, usa	12	
2653	amsterdam, noord holland, netherlands	31	
2654	phoenix, arizona, usa	61	
2655	lünen, nordrhein-westfalen, germany	23	
2656	hanover park, illinois, usa	50	
2657	columbus, ohio, usa	55	
2658	thunder bay, ontario, canada	22	
2659	london, ontario, canada	41	
2660	vero beach, florida, usa	44	
2661	milton, ontario, canada	33	
2662	jacksonville, florida, usa	36	
2663	vancouver, british columbia, canada	24	
2664	latonia, kentucky, usa	37	
2665	barcelona, catalunya, spain	19	
2666	redding, california, usa	25	
2667	trabuco canyon, california, usa	59	
2668	delta, british columbia, canada	28	
2669	nottingham, england, united kingdom	26	
2670	bayboro, north carolina, usa	46	
2671	portland, maine, usa	25	
2672	cumberland, maryland, usa	23	
2673	westmont, illinois, usa	8	
2674	mundelein, illinois, usa	54	
2675	sonoma, california, usa	34	
2676	farmington hills, michigan, usa	57	
2677	lisboa, lisboa, portugal	30	
2678	mainz, rheinland-pfalz, germany	35	
2679	catawba, wisconsin, usa	32	
2680	mississauga, ontario, canada	21	
2681	boynton beach, florida, usa	58	
2682	portage la prairie, manitoba, canada	32	
2683	springfield, virginia, usa	52	
2684	halifax, nova scotia, canada	27	
2685	montreal, quebec, canada	33	
2686	sheffield, england, united kingdom	36	
2687	vinton, virginia, usa	32	
2688	olympia, washington, usa	30	
2689	huntsville, alabama, usa	43	
2690	westchester county, new york, usa	45	
2691	silver lake, new york, usa	25	
2692	vallejo, california, usa	24	
2693	modesto, california, usa	31	
2694	big rapids, michigan, usa	33	
2695	midland, ontario, canada	52	
2696	jyväskylä, keski-suomi, finland	28	
2697	palm springs, florida, usa	49	
2698	paris, n/a, france	27	
2699	edmonton, alberta, canada	29	
2700	mechanicsville, maryland, usa	26	
2701	steamboat springs, colorado, usa	33	
2702	hackettstown, new jersey, usa	27	
2703	columbia, pennsylvania, usa	45	
2704	collinsville, texas, usa	23	
2705	millbrae, california, usa	33	
2706	milwaukee, wisconsin, usa	25	
2707	tucson, arizona, usa	31	
2708	orange park, florida, usa	35	
2709	the dalles, oregon, usa	55	
2710	greenville, texas, usa	32	
2711	niles, michigan, usa	50	
2712	nanticoke, pennsylvania, usa	33	
2713	maryville, tennessee, usa	22	
2714	walnut creek, california, usa	29	
2715	leeds, west yorkshire, united kingdom	41	
2716	fresno, california, usa	57	
2717	browns mills, new jersey, usa	54	
2718	boise, idaho, usa	53	
2719	pewaukee, wisconsin, usa	49	
2720	anaheim, california, usa	46	
2721	las vegas, nevada, usa	42	
2722	scottsdale, arizona, usa	30	
2723	columbus, ohio, usa	30	
2724	york, england, united kingdom	29	
2725	paris, paris, france	21	
2726	temecula, california, usa	14	
2727	sydney, new south wales, australia	35	
2728	huntsville, alabama, usa	34	
2729	florissant, missouri, usa	58	
2730	melbourne, victoria, australia	26	
2731	isle of palms, south carolina, usa	40	
2732	gulfport, mississippi, usa	36	
2733	houston, ,	38	
2734	chicago heights, illinois, usa	31	
2735	edmonton, alberta, canada	34	
2736	akron, ohio, usa	32	
2737	portland, oregon, usa	39	
2738	knoxville, tennessee, usa	25	
2739	montreal, quebec, canada	23	
2740	ray, michigan usa, ,	45	
2741	trussville, alabama, usa	35	
2742	slippery rock, pennsylvania, usa	22	
2743	mobile, alabama, usa	47	
2744	hamburg, hamburg, germany	37	
2745	calgary, alberta, canada	29	
2746	livermore, maine, usa	37	
2747	clarinda, iowa, usa	41	
2748	ward, colorado, usa	26	
2749	mcqueeney, texas, usa	32	
2750	los angeles, california, usa	27	
2751	copenhagen, n/a, denmark	28	
2752	saginaw, michigan, usa	28	
2753	edmonton, alberta, canada	38	
2754	castelldefels, barcelona, spain	15	
2755	belo horizonte, minas gerais, brazil	32	
2756	fairbanks, alaska, usa	49	
2757	modesto, california, usa	55	
2758	philadelphia, pennsylvania, usa	34	
2759	paris, ile de france, france	25	
2760	woodruff, south carolina, usa	30	
2761	fair haven, michigan, usa	56	
2762	molalla, ,	45	
2763	foster city, california, usa	41	
2764	winthrop, western australia, australia	46	
2765	mission, texas, usa	24	
2766	austin, texas, usa	2	
2767	carrollton, texas, usa	51	
2768	madison, wisconsin, usa	44	
2769	miami, florida, usa	25	
2770	deforest, wisconsin, usa	32	
2771	st catharines, ontario, canada	25	
2772	toledo, ohio, usa	42	
2773	austin, texas, usa	63	
2774	chicago, illinois, usa	25	
2775	basel, basel-stadt, switzerland	50	
2776	carrollton, texas, usa	24	
2777	san bernardino, california, usa	27	
2778	bethpage, new york, usa	43	
2779	fpo, ap, usa	32	
2780	seal beach, california, usa	28	
2781	vancouver, british columbia, canada	41	
2782	san angelo, texas, usa	17	
2783	glen allen, virginia, usa	48	
2784	huntington, west virginia, usa	29	
2785	sydney, new south wales, australia	32	
2786	wien, wien, austria	23	
2787	innsbruck, tirol, austria	24	
2788	austin, texas, usa	26	
2789	fredericton, new brunswick, canada	27	
2790	austin, texas, usa	29	
2791	espoo, uusimaa, finland	17	
2792	kingston, ontario, canada	27	
2793	jackson, mississippi, usa	45	
2794	tampa, florida, usa	31	
2795	wisconsin rapids, wisconsin, usa	47	
2796	poulsbo, washington, usa	34	
2797	st. catharines, ontario, canada	28	
2798	victoria, british columbia, canada	44	
2799	traverse city, michigan, usa	34	
2800	irving, texas, usa	42	
2801	barreiro, barreiro, portugal	24	
2802	niagara falls, new york, usa	44	
2803	atlantic highlands, new jersey, usa	29	
2804	portela de sacavém, loures, portugal	25	
2805	toronto, ontario, canada	33	
2806	ionia, michigan, usa	36	
2807	quezon city, manila, philippines	17	
2808	germantown, maryland, usa	24	
2809	st. louis, missouri, usa	23	
2810	oneida, tennessee, usa	25	
2811	brooklyn, new york, usa	25	
2812	morrisville, north carolina, usa	33	
2813	springfield, missouri, usa	35	
2814	kaneohe, hawaii, usa	75	
2815	palmerston north, manawatu, new zealand	31	
2816	west sacramento, california, usa	31	
2817	chicago heights, illinois, usa	41	
2818	dayton, texas, usa	57	
2819	madrid, madrid, spain	51	
2820	kitchener, ontario, canada	30	
2821	davenport, iowa, usa	45	
2822	hoover, alabama, usa	47	
2823	kent, washington, usa	24	
2824	walla walla, washington, usa	62	
2825	kenmore, washington, usa	45	
2826	plant city, florida, usa	35	
2827	tustin, california, usa	35	
2828	columbia, south carolina, usa	22	
2829	reston, virginia, usa	33	
2830	northamptonshire, england, united kingdom	33	
2831	labelle, florida, usa	39	
2832	st paul, minnesota, usa	55	
2833	la habra heights, california, usa	26	
2834	longwood, florida, usa	37	
2835	las vegas, nevada, usa	34	
2836	klang, selangor, malaysia	23	
2837	london, ontario, canada	49	
2838	bartlesville, oklahoma, usa	69	
2839	fort worth, texas, usa	101	
2840	sunnyvale, california, usa	34	
2841	halifax, nova scotia, canada	25	
2842	miami, florida, usa	23	
2843	springfield, missouri, usa	32	
2844	upper township, new jersey, usa	36	
2845	petaling jaya, selangor darul ehsan, malaysia	20	
2846	zug, zug, switzerland	30	
2847	sheboygan, wisconsin, usa	34	
2848	deventer, overijssel, netherlands	40	
2849	red deer, alberta, canada	38	
2850	walpole, massachusetts, usa	49	
2851	roberts, montana, usa	36	
2852	austin, texas, usa	38	
2853	ypsilanti, michigan, usa	40	
2854	seattle, washington, usa	9	
2855	jacksonville, north carolina, usa	33	
2856	london, england, united kingdom	40	
2857	houston, texas, usa	29	
2858	espinho, espinho, portugal	23	
2859	loveland, colorado, usa	25	
2860	niles, michigan, usa	27	
2861	portland, oregon, usa	41	
2862	hope mills, north carolina, usa	42	
2863	lombard, illinois, usa	31	
2864	toronto, ontario, canada	27	
2865	basye, virginia, usa	40	
2866	stowe, vermont, usa	63	
2867	boise, idaho, usa	56	
2868	west bend, wisconsin, usa	52	
2869	port moody, british columbia, canada	44	
2870	paducah, kentucky, usa	30	
2871	rosemead, california, usa	53	
2872	reno, ,	29	
2873	lindsey, ohio, usa	32	
2874	albuquerque, new mexico, usa	25	
2875	louisville, kentucky, usa	39	
2876	elsmere, kentucky, usa	39	
2877	alexandria, virginia, usa	50	
2878	dallas, texas, usa	39	
2879	tucson, arizona, usa	65	
2880	ona, west virginia, usa	27	
2881	saint louis, missouri, usa	63	
2882	alexandria, virginia, usa	23	
2883	henderson, nevada, usa	35	
2884	atlanta, georgia, usa	25	
2885	elmhurst, illinois, usa	23	
2886	morecambe, england, united kingdom	49	
2887	cow capital, alberta, canada	23	
2888	lakewood, colorado, usa	32	
2889	poway, california, usa	23	
2890	wilmington, north carolina, usa	34	
2891	barcelona, catalunya, spain	31	
2892	providence, rhode island, usa	33	
2893	chicago, illinois, usa	33	
2894	arco, ,	51	
2895	topeka, kansas, usa	18	
2896	coconut grove, ,	71	
2897	jonesboro, georgia, usa	55	
2898	new orleans, louisiana, usa	41	
2899	london, england, united kingdom	32	
2900	houghton, michigan, usa	34	
2901	dortmund, nordrhein-westfalen, germany	30	
2902	saratoga, california, usa	20	
2903	bloomsburg, pennsylvania, usa	20	
2904	roxbury, massachusetts, usa	23	
2905	sydenham, london, england, united kingdom	41	
2906	seattle, washington, usa	24	
2907	gahanna/columbus, ohio, usa	26	
2908	frankston, victoria, australia	41	
2909	delray beach, florida, usa	33	
2910	amsterdam, n/a, netherlands	51	
2911	brookfield, wisconsin, usa	21	
2912	wahiawa, hawaii, usa	33	
2913	brighton, michigan, usa	40	
2914	paynesville, , usa	17	
2915	utrecht, utrecht, netherlands	34	
2916	copenhagen, n/a, denmark	29	
2917	oviedo, florida, usa	47	
2918	albany, new york, usa	36	
2919	tyler, texas, usa	24	
2920	ne fife, scotland, united kingdom	42	
2921	groves, texas, usa	47	
2922	pittsburgh, pennsylvania, usa	46	
2923	cologne, nordrhein-westfalen, germany	33	
2924	beacon, new york, usa	30	
2925	las vegas, nevada, usa	20	
2926	richmond, london, england, united kingdom	35	
2927	providence, rhode island, usa	26	
2928	porto, porto, portugal	25	
2929	toronto, ontario, canada	30	
2930	hopewell junction, new york, usa	55	
2931	barcelona, barcelona, spain	22	
2932	collex, geneva, switzerland	35	
2933	villa ridge, missouri, usa	34	
2934	garden grove, california, usa	70	
2935	san francisco, california, usa	54	
2936	vancouver, british columbia, canada	33	
2937	gilbert, arizona, usa	48	
2938	schiedam, zuid-holland, netherlands	31	
2939	woodstock, virginia, usa	62	
2940	forsyth, montana, usa	48	
2941	grand rapids, michigan, usa	45	
2942	east orange, new jersey, usa	56	
2943	san antonio, texas, usa	27	
2944	storm lake, iowa, usa	48	
2945	lake george, new york, usa	34	
2946	pismo beach, california, usa	28	
